35,US 34 EB Departure,T72N,24,R26W,Osceola,ROSI4,41.0267,-93.7943,1115,CLARKE,US 34,114.3,555620,Osceola,5,20,1,-06:00,20
35,I-35 NB Driving,T72N,24,R26W,Osceola,ROSI4,41.0267,-93.7943,1115,CLARKE,I-35,114.3,555620,Osceola,5,20,2,-06:00,21
36,US 63 NB Driving Deck,T72N,24,R14W,Ottumwa,ROTI4,41.016833,-92.4212,642,WAPELLO,US 63,35.6,555690,Ottumwa,5,90,0,-06:00,11
36,US 63 NB Driving Pavement,T72N,24,R14W,Ottumwa,ROTI4,41.016833,-92.4212,642,WAPELLO,US 63,35.6,555690,Ottumwa,5,90,1,-06:00,20
36,US 63 SB Driving Deck,T72N,24,R14W,Ottumwa,ROTI4,41.016833,-92.4212,642,WAPELLO,US 63,35.6,555690,Ottumwa,5,90,2,-06:00,10
37,IA 163 EB Driving Deck,T76N,13,R18W,Pella,RPLI4,41.390167,-92.8725,890,MARION,IA 163,44.9,555662,Oskaloosa,5,63,0,-06:00,10
37,IA 163 WB Driving Pavement,T76N,13,R18W,Pella,RPLI4,41.390167,-92.8725,890,MARION,IA 163,44.9,555662,Oskaloosa,5,63,1,-06:00,20
37,IA 163 WB Passing Deck,T76N,13,R18W,Pella,RPLI4,41.390167,-92.8725,890,MARION,IA 163,44.9,555662,Oskaloosa,5,63,2,-06:00,10
38,US 34 WB Driving Pavement,T71N,3,R36W,Red Oak,RROI4,40.98,-94.9838,953,MONTGOMERY,US 34,49.1,554615,Red Oak,4,69,0,-06:00,20
38,US 71 NB Driving Pavement,T71N,3,R36W,Red Oak,RROI4,40.98,-94.9838,953,MONTGOMERY,US 71,49.1,554615,Red Oak,4,69,1,-06:00,21
38,US 71 SB Driving Deck,T71N,3,R36W,Red Oak,RROI4,40.98,-94.9838,953,MONTGOMERY,US 71,49.1,554615,Red Oak,4,69,2,-06:00,10
39,I-29 NB Driving Deck,T68N,21,R43W,Sidney,RSDI4,40.6895,-95.7834,943,FREMONT,I-29,10.2,554808,Sidney,4,36,0,-06:00,11
39,I-29 SB Driving Pavement,T68N,21,R43W,Sidney,RSDI4,40.6895,-95.7834,943,FREMONT,I-29,10.2,554808,Sidney,4,36,1,-06:00,21
39,I-29 SB Passing Deck,T68N,21,R43W,Sidney,RSDI4,40.6895,-95.7834,943,FREMONT,I-29,10.2,554808,Sidney,4,36,2,-06:00,10
39,IA 2 WB Driving Pavement,T68N,21,R43W,Sidney,RSDI4,40.6895,-95.7834,943,FREMONT,IA 2 ,10.2,554808,Sidney,4,36,3,-06:00,20
40,IA 92 EB Driving Deck,T76N,36,R13W,Sigourney,RSGI4,41.336333,-92.3145,664,KEOKUK,IA 92,198.65,555854,Sigourney,5,54,0,-06:00,11
40,IA 92 EB Driving Pavement,T76N,36,R13W,Sigourney,RSGI4,41.336333,-92.3145,664,KEOKUK,IA 92,198.65,555854,Sigourney,5,54,1,-06:00,20
40,IA 92 EB Bridge Deck,T76N,36,R13W,Sigourney,RSGI4,41.336333,-92.3145,664,KEOKUK,IA 92,198.65,555854,Sigourney,5,54,2,-06:00,10
41,US 20 WB Driving Lane,T89N,31,R44W,Moville,RSCI4,42.4822,-96.0787,1149,WOODBURY,US 20,,553603,Sioux City Leeds,3,97,0,-06:00,21
41,US 20 WB Passing Lane,T89N,31,R44W,Moville,RSCI4,42.4822,-96.0787,1149,WOODBURY,US 20,,553603,Sioux City Leeds,3,97,1,-06:00,20
42,US 20 EB Passing Lane,T96N,22,R36W,Spencer,RSPI4,43.126833,-95.0888,1484,CLAY,US 20,84.5,553812,Spencer,3,21,0,-06:00,21
42,US 20 EB Driving Lane,T96N,22,R36W,Spencer,RSPI4,43.126833,-95.0888,1484,CLAY,US 20,84.5,553812,Spencer,3,21,1,-06:00,20
